w,y,tariff.plan,payment.method,gender,age,activ.area,activ.chan,vas1,vas2,q01.out.ch.peak,q01.out.dur.peak,q01.out.val.peak,q01.out.ch.offpeak,q01.out.dur.offpeak,q01.out.val.offpeak,q01.in.ch.tot,q01.in.dur.tot,q01.ch.sms,q01.ch.cc,q02.out.ch.peak,q02.out.dur.peak,q02.out.val.peak,q02.out.ch.offpeak,q02.out.dur.offpeak,q02.out.val.offpeak,q02.in.ch.tot,q02.in.dur.tot,q02.ch.sms,q02.ch.cc,q03.out.ch.peak,q03.out.dur.peak,q03.out.val.peak,q03.out.ch.offpeak,q03.out.dur.offpeak,q03.out.val.offpeak,q03.in.ch.tot,q03.in.dur.tot,q03.ch.sms,q03.ch.cc,q04.out.ch.peak,q04.out.dur.peak,q04.out.val.peak,q04.out.ch.offpeak,q04.out.dur.offpeak,q04.out.val.offpeak,q04.in.ch.tot,q04.in.dur.tot,q04.ch.sms,q04.ch.cc,q05.out.ch.peak,q05.out.dur.peak,q05.out.val.peak,q05.out.ch.offpeak,q05.out.dur.offpeak,q05.out.val.offpeak,q05.in.ch.tot,q05.in.dur.tot,q05.ch.sms,q05.ch.cc,q06.out.ch.peak,q06.out.dur.peak,q06.out.val.peak,q06.out.ch.offpeak,q06.out.dur.offpeak,q06.out.val.offpeak,q06.in.ch.tot,q06.in.dur.tot,q06.ch.sms,q06.ch.cc,q07.out.ch.peak,q07.out.dur.peak,q07.out.val.peak,q07.out.ch.offpeak,q07.out.dur.offpeak,q07.out.val.offpeak,q07.in.ch.tot,q07.in.dur.tot,q07.ch.sms,q07.ch.cc,q08.out.ch.peak,q08.out.dur.peak,q08.out.val.peak,q08.out.ch.offpeak,q08.out.dur.offpeak,q08.out.val.offpeak,q08.in.ch.tot,q08.in.dur.tot,q08.ch.sms,q08.ch.cc,q09.out.ch.peak,q09.out.dur.peak,q09.out.val.peak,q09.out.ch.offpeak,q09.out.dur.offpeak,q09.out.val.offpeak,q09.in.ch.tot,q09.in.dur.tot,q09.ch.sms,q09.ch.cc
1,6.76503897678054,7,bank account,B,38.52,2,5,N,N,558,71307,299.8502,0,0,0,2483,246582,0,0,507,67242,280.5611,0,0,0,2351,207908,0,0,959,107658,464.6124,0,0,0,2535,251833,0,3,495,52225,222.6802,0,0,0,1085,95107,0,0,568,53789,241.4524,0,0,0,578,67084,0,0,520,58216,251.4417,0,0,0,386,43479,0,0,537,52835,235.0085,0,0,0,367,37200,1,0,129,11893,53.6418,0,0,0,191,16794,0,2,535,61818,265.1268,0,0,0,811,75900,0,0
1,7.07665381544395,7,credit card,B,17.47,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,10788,49.2044,0,0,0,24,1827,1,0
1,4.98360662170834,8,credit card,M,32.72,4,3,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2851,17.9118,0,0,0,18,443,0,0,74,4771,32.0844,0,0,0,29,779,0,0,55,3149,21.8131,0,0,0,6,238,1,1,30,1465,10.6049,0,0,0,4,123,0,2,36,2141,13.5689,0,0,0,7,355,0,1
1,2.99573227355399,7,credit card,F,28.45,1,5,N,N,130,29524,113.761,0,0,0,79,4073,0,0,160,24054,98.274,0,0,0,126,13464,0,0,283,57387,224.2482,0,0,0,200,18570,0,0,146,24006,96.6606,0,0,0,135,12029,0,0,198,26245,109.6381,0,0,0,201,16165,0,0,241,26435,114.7273,0,0,0,231,15399,1,0,171,20430,87.0917,0,0,0,173,13668,0,0,106,17075,68.8752,0,0,0,85,8651,5,0,160,22537,93.1167,0,0,0,114,16982,4,0
1,6.76503897678054,7,credit card,M,26.75,3,5,Y,N,222,13475,92.9896,0,0,0,369,29225,0,0,211,13158,89.1074,0,0,0,389,24282,0,0,289,19138,127.9021,0,0,0,493,25812,7,0,417,33416,214.0662,0,0,0,518,43931,11,0,363,23457,157.6712,0,0,0,624,41698,0,0,317,20416,137.3362,0,0,0,545,31384,0,0,382,37841,233.2185,0,0,0,409,23354,0,0,145,12316,77.9731,0,0,0,191,19688,0,0,490,26101,184.3364,0,0,0,487,31936,0,0
1,6.44888939414686,7,credit card,M,19.8,1,8,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3483,14.0058,0,0,0,2,15,0,0,68,13075,51.4567,0,0,0,1,2,0,0,97,17444,68.224,0,0,0,74,20472,0,4
1,4.47733681447821,8,bank account,M,34.98,2,5,N,N,26,1892,12.3149,2,59,0.3564,58,3817,0,3,35,3763,22.8945,0,0,0,141,11683,0,0,50,4197,26.6693,0,0,0,164,16249,0,0,37,4905,28.951,0,0,0,138,14111,0,0,45,5054,30.5412,0,0,0,98,8411,0,0,51,4123,26.3909,0,0,0,129,12575,0,1,39,3959,24.3112,0,0,0,148,12020,0,4,25,2333,14.5352,0,0,0,62,4181,0,4,40,4590,27.648,0,0,0,139,9708,0,1
1,5.90536184805457,8,credit card,M,40.59,1,5,N,Y,138,7758,53.1424,24,1253,5.6624,278,8957,0,0,35,3795,22.3719,10,998,2.904,211,13817,0,0,104,7714,48.4354,36,1505,8.1135,211,14285,0,0,83,6065,38.3066,16,758,3.5775,179,11037,0,0,82,4968,32.6406,16,752,3.563,138,7013,0,0,221,15643,98.5612,8,876,3.0523,243,11648,0,0,285,16625,102.5275,0,0,0,265,15241,0,0,152,12404,70.0476,0,0,0,117,8231,0,2,278,21589,136.2016,0,0,0,237,17813,0,0
1,6.2709884318583,7,credit card,B,46.72,1,5,N,N,27,9419,48.6141,13,8872,18.7345,53,4754,0,0,24,5628,29.8595,9,2348,6.8957,40,4078,0,0,31,11239,54.8834,16,4587,12.6454,39,4912,0,0,26,4474,24.4522,6,500,1.8902,36,6979,0,0,39,9092,43.1495,9,773,2.8942,31,5573,0,0,39,8500,32.9138,0,0,0,49,5252,0,0,48,5479,23.5778,0,0,0,40,5176,0,0,13,2967,11.4261,0,0,0,6,973,0,0,26,6044,23.2256,0,0,0,46,5929,0,0
1,5.14749447681345,8,credit card,M,26.45,2,5,N,N,23,3193,19.3124,0,0,0,5,255,0,0,19,2311,13.8023,0,0,0,5,117,0,0,34,6244,35.5028,0,0,0,4,255,0,0,32,2676,17.0157,0,0,0,4,180,0,0,7,1080,6.2569,0,0,0,4,181,0,0,16,1959,11.689,0,0,0,6,125,0,0,18,1288,8.4575,0,0,0,3,166,0,0,8,3387,18.1788,0,0,0,5,162,0,0,7,1382,7.8031,0,0,0,5,404,0,0
1,5.52146091786225,8,credit card,B,23.01,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2102,14.075,0,0,0,30,1203,11,0,99,5978,40.75,0,0,0,137,5691,10,1,113,7694,51.0915,0,0,0,156,5760,7,0,108,6112,42.4698,0,0,0,130,3740,2,0,130,10865,69.089,0,0,0,115,3851,6,0,128,12714,77.9287,0,0,0,57,4134,0,0,145,8936,59.9152,0,0,0,73,4264,2,0
1,6.5191472879404,7,bank account,B,48.98,2,5,N,N,193,15152,71.4301,0,0,0,57,6286,0,0,112,7701,37.6363,0,0,0,44,5059,0,0,153,10577,51.7464,0,0,0,63,5075,0,0,147,10944,52.378,0,0,0,86,5664,0,0,85,6360,30.393,0,0,0,77,4718,0,1,168,13397,62.8817,0,0,0,74,3887,0,0,207,15092,72.6732,0,0,0,90,5282,0,1,53,2568,14.2015,0,0,0,9,570,0,0,197,15764,73.8172,0,0,0,75,3640,0,2
1,5.33271879326537,7,credit card,M,38.98,1,5,N,N,67,2991,47.9778,34,1892,6.5874,90,3121,0,0,95,3305,55.0781,24,922,4.0294,73,3793,0,3,93,3847,43.7176,26,1271,4.8206,119,4325,0,4,166,6695,39.7946,0,0,0,118,4457,0,1,168,6279,38.6904,0,0,0,119,3163,0,0,156,8251,44.1514,0,0,0,135,5523,0,1,105,4122,24.854,0,0,0,90,3370,0,0,115,5231,29.6534,0,0,0,49,2386,0,0,65,2732,15.8955,0,0,0,52,3055,0,1
1,7.76514490293613,8,credit card,M,38.72,2,5,N,N,30,2464,15.0857,24,2040,7.6627,59,5304,0,0,22,1556,9.8421,8,221,1.3877,48,2570,0,0,29,1785,11.6797,8,461,1.9971,22,579,0,0,15,611,4.5226,13,766,3.2883,20,1409,0,0,13,415,3.3611,10,944,3.4308,17,373,0,0,17,909,6.1779,12,1103,4.0423,36,1809,0,0,54,2808,19.1363,10,353,1.929,67,3964,0,0,22,2785,15.8211,10,216,1.5824,35,3096,0,0,26,1674,10.8296,7,311,1.5137,14,2506,0,2
1,4.14313472639153,8,credit card,M,21.67,3,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1180,8.4213,0,0,0,46,4190,3,0,33,1284,9.4713,0,0,0,79,7625,0,0,39,1315,10.6617,0,0,0,85,7972,0,0,36,1351,10.64,0,0,0,26,3257,1,0,68,3499,24.744,0,0,0,78,8041,1,0
1,7.02019070831193,7,bank account,B,17.77,1,5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,14790,64.6986,0,0,0,75,6778,0,0
1,3.61091791264422,8,credit card,M,19.5,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1305,8.4425,0,0,0,68,10554,0,1,79,9999,59.3853,0,0,0,114,24363,0,2,31,1688,10.9639,0,0,0,101,19793,0,0
1,7.02997291170639,7,credit card,M,21.9,1,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3222,15.0816,0,0,0,59,1792,0,0,100,8313,38.5793,0,0,0,188,3478,0,0,112,9369,43.4067,0,0,0,183,3493,1,2,40,6230,25.3059,0,0,0,44,2049,0,0,91,10086,43.6783,0,0,0,59,2183,0,0
1,7.97625194374562,8,post account,F,36.95,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.41164605185504,8,credit card,B,33.47,3,5,Y,N,74,4049,27.24,14,1182,4.4493,76,4357,0,0,99,6378,41.2546,13,481,2.5652,99,5368,0,0,147,9869,63.2009,17,834,3.7712,109,9059,0,0,132,6748,46.463,17,616,3.3213,75,5798,0,1,98,5556,37.1994,26,1478,6.4185,64,6837,0,0,115,8687,55.8698,23,1605,5.4982,64,7207,0,0,134,8851,56.9027,26,1433,6.3266,64,6886,0,0,61,3978,25.9432,10,670,2.7362,22,1456,0,0,112,7439,49.6801,0,0,0,93,10377,0,0
1,8.74592112102435,7,post account,B,16.98,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,39091,147.8182,0,0,0,35,2226,0,0
1,4.84418708645859,7,bank account,M,44.09,4,5,Y,N,327,20862,122.6812,55,3016,13.3452,195,18435,0,0,482,31057,181.6761,56,3831,15.0625,364,42365,0,2,717,50289,251.6777,27,2165,8.2891,427,41723,0,4,644,49840,235.4765,0,0,0,379,47790,0,6,693,52894,251.232,0,0,0,398,48602,0,3,710,52286,250.9237,0,0,0,350,39553,0,0,719,48014,237.4287,0,0,0,335,33573,2,2,482,36813,187.2523,0,0,0,179,17855,0,0,766,52221,256.5846,0,0,0,338,37115,1,0
1,6.2803958389602,8,bank account,B,50,2,5,N,Y,108,7432,34.6315,19,1090,3.0171,72,3321,0,19,73,4927,30.001,2,22,0.1312,45,2627,2,7,100,6491,43.5828,0,0,0,50,3334,0,11,71,3617,25.7629,0,0,0,48,2046,0,0,72,4206,28.9861,0,0,0,30,820,0,1,70,4759,31.5106,0,0,0,47,2367,0,0,85,6051,39.7816,0,0,0,63,3331,0,4,58,3736,25.1323,0,0,0,34,1597,0,8,109,7219,48.2443,0,0,0,38,2441,0,0
1,6.93828448401696,7,credit card,F,41.27,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1274,5.4657,0,0,0,25,3386,1,0,166,27278,109.6397,0,0,0,198,13295,7,0
1,5.8805329864007,7,credit card,B,37.4,1,5,N,N,24,3328,16.6609,6,369,1.5571,101,13704,0,0,73,6912,42.0794,17,2058,6.9278,100,13103,0,0,121,15650,77.3905,39,4701,15.9745,224,37308,0,0,110,13398,56.911,0,0,0,264,36264,0,0,86,7552,34.4435,0,0,0,157,19409,0,0,59,6183,27.1083,0,0,0,99,11818,0,0,18,2192,12.2421,0,0,0,25,1842,0,0,55,5679,24.979,0,0,0,49,5953,0,0,146,19332,80.778,0,0,0,132,17157,0,0
1,5.95064255258773,8,bank account,B,26.45,2,5,N,N,66,5570,35.3525,0,0,0,70,4126,0,0,147,8125,56.707,0,0,0,124,7911,0,0,84,5839,38.5907,0,0,0,202,16106,0,0,117,8548,55.6704,0,0,0,162,12685,0,0,105,7984,51.7485,0,0,0,100,12493,0,0,84,5390,36.2899,0,0,0,63,8751,0,0,170,12466,81.422,0,0,0,137,16653,0,0,76,6173,39.3742,0,0,0,52,9051,0,0,125,11549,71.8696,0,0,0,95,9050,0,0
1,8.54907938027856,7,credit card,B,34.03,1,5,N,Y,615,86270,436.1964,99,15229,64.867,410,42127,1,7,584,104319,755.3358,59,25542,557.3185,441,53654,0,5,561,101382,450.1242,59,4824,28.7222,573,56912,0,0,560,84597,352.7483,0,0,0,461,51992,0,2,524,80969,329.076,0,0,0,468,36467,0,6,600,77689,325.8735,0,0,0,431,33458,1,4,360,54349,227.2607,0,0,0,397,36725,0,0,300,50645,202.9918,0,0,0,100,10034,1,0,576,103022,434.2896,0,0,0,348,50013,0,3
1,6.63987583382654,8,bank account,B,44.09,1,5,Y,N,52,3530,20.4181,36,2671,10.5052,174,14292,0,0,80,5825,33.0884,21,1894,6.9825,196,18178,0,0,96,7219,40.6808,42,2191,9.9062,204,19306,0,0,71,5290,29.8781,22,1097,5.0597,156,12709,0,0,42,2425,15.1978,25,1305,5.899,164,12574,0,0,94,8450,53.0019,0,0,0,176,17396,0,0,120,13429,79.9584,0,0,0,105,10570,0,0,107,10569,65.2006,0,0,0,109,14374,0,0,113,9595,50.6412,0,0,0,152,16573,0,0
1,6.39024066706535,7,post account,B,19.57,1,2,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,82,4437,23.3609,0,0,0,37,2035,0,0,258,12524,65.0286,0,0,0,186,9547,0,0
1,7.19668657083435,6,credit card,B,29.11,2,5,Y,N,351,41958,178.5335,0,0,0,247,26236,0,5,375,40878,177.5465,0,0,0,304,29796,0,5,420,45848,198.9867,0,0,0,350,33104,3,2,392,38295,170.5289,0,0,0,296,30765,3,5,504,61648,261.5591,0,0,0,313,34517,12,1,539,59570,255.2025,0,0,0,172,23138,5,9,482,52128,224.2766,0,0,0,214,24249,0,2,209,32947,132.2899,0,0,0,91,12708,0,0,463,57691,213.1552,0,0,0,280,34925,6,2
1,4.33073334028633,8,credit card,M,22,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1024,7.1054,0,0,0,36,648,0,0,4,107,0.9616,0,0,0,1,4,1,0,19,1002,9.7027,0,0,0,10,492,0,0,13,510,3.955,0,0,0,10,297,0,0,14,1643,35.0798,0,0,0,25,1444,1,0
1,6.71780469502369,8,bank account,M,47.47,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5168,34.017,0,0,0,153,7907,0,0,14,893,6.0209,0,0,0,27,1399,0,0,108,11697,71.0805,0,0,0,177,12680,0,1
1,6.93828448401696,7,credit card,M,36.39,3,5,Y,N,0,0,0,0,0,0,85,3658,0,0,0,0,0,0,0,0,51,2833,0,0,1,216,0.8372,0,0,0,48,3510,0,0,2,89,0.5087,0,0,0,24,1531,0,0,38,3198,14.7939,0,0,0,32,1855,0,0,1046,60234,312.5168,0,0,0,498,52551,0,5,1060,66688,320.6356,0,0,0,635,79674,0,3,876,61337,282.0273,0,0,0,676,85984,0,0,853,57052,261.9087,0,0,0,768,108084,0,0
1,5.22035582507832,8,credit card,M,21.67,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,8324,56.9012,0,0,0,193,12771,0,0,88,5772,38.6625,0,0,0,223,10736,0,0,31,2086,13.8906,0,0,0,213,5414,0,0,137,11134,71.0934,0,0,0,65,10568,0,0,124,9405,60.8887,0,0,0,93,10480,0,0
1,6.66949808985788,7,bank account,B,27.6,4,5,N,N,259,26950,118.3347,0,0,0,82,12081,0,0,211,21767,95.6628,0,0,0,117,10320,0,0,249,30245,128.4041,0,0,0,164,11537,1,0,228,28113,118.9798,0,0,0,123,10100,0,0,256,27212,118.814,0,0,0,131,14890,1,0,257,37202,152.864,0,0,0,127,10602,0,0,222,30671,127.0567,0,0,0,104,9236,0,0,64,5381,24.8968,0,0,0,42,1649,0,0,150,17765,75.7642,0,0,0,55,4734,0,0
1,7.94873845481361,8,credit card,B,47.73,2,5,Y,N,227,23242,141.3584,43,4651,17.0648,238,16952,0,0,243,17165,106.6241,26,2061,9.8292,219,13477,0,0,183,16198,94.7073,36,2114,9.0891,258,14540,0,0,240,18731,113.777,29,1791,7.5274,195,9213,0,0,168,11423,71.096,34,1902,8.3372,198,11240,0,0,278,23532,140.2062,49,2957,12.4719,263,16059,0,1,271,26236,159.9674,2,68,0.3791,216,14558,0,0,147,16563,99.216,0,0,0,71,5981,0,0,254,21771,134.5768,0,0,0,155,13000,0,0
1,5.94803498918065,8,credit card,M,18.78,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2635,13.0302,0,0,0,13,1096,3,3,62,6222,20.0499,0,0,0,52,5410,7,1
1,6.00881318544259,8,credit card,M,21.21,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,614,3.7655,0,0,0,1,18,0,0,39,2512,53.6191,0,0,0,9,968,0,0,16,1171,21.7134,0,0,0,49,2451,0,0,22,1910,15.1668,0,0,0,40,3687,0,0,43,3563,30.0273,0,0,0,14,472,0,0
1,8.47532898731754,7,post account,M,27.11,3,5,N,N,796,69919,319.8304,0,0,0,3,18,0,0,751,72862,325.1799,0,0,0,43,2372,0,0,1187,117725,522.1565,0,0,0,118,5900,0,0,1018,113166,489.7318,0,0,0,455,41942,0,2,1062,121312,521.9603,0,0,0,711,49793,0,0,812,83128,366.374,0,0,0,571,26574,0,3,940,98082,430.314,0,0,0,510,32163,0,0,793,82430,362.0435,0,0,0,413,30121,0,0,1340,147450,639.3995,0,0,0,581,44250,0,1
1,4.52178857704904,6,bank account,B,52.59,4,7,N,N,24,1726,8.3444,0,0,0,34,2006,0,0,34,2617,12.4053,0,0,0,49,3448,0,0,48,3585,17.0369,0,0,0,90,6394,0,0,43,3210,15.3517,0,0,0,75,3368,0,0,27,1790,8.8722,0,0,0,62,3944,0,0,39,2905,13.9004,0,0,0,56,2575,0,0,41,2952,14.1633,0,0,0,65,4113,0,0,28,2898,12.7405,0,0,0,39,2677,0,3,45,2343,12.6108,0,0,0,68,3725,0,0
1,6.54965074223381,7,bank account,B,24.68,1,5,N,N,0,0,0,0,0,0,0,0,0,0,63,6150,27.4068,0,0,0,25,2157,0,0,264,18154,88.9623,0,0,0,156,9404,0,2,228,18943,83.8871,0,0,0,172,12134,0,1,279,21110,100.5567,0,0,0,238,14100,0,0,217,15507,75.113,0,0,0,253,10774,0,0,289,21320,102.1975,0,0,0,233,12901,0,0,144,9395,46.7022,0,0,0,101,5736,0,0,223,15337,75.0515,0,0,0,108,6307,0,0
1,5.98645200528444,7,credit card,M,20.95,3,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6493,29.4003,0,0,0,81,3465,0,0,145,16692,71.7044,0,0,0,140,6451,0,0,51,5835,25.0962,0,0,0,50,2645,0,0,168,21128,89.1529,0,0,0,113,10291,0,0
1,5.18178355029209,8,credit card,M,19.8,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2021,14.075,0,0,0,84,4646,0,0,26,1776,11.7845,0,0,0,58,3200,0,0,50,3545,23.3278,0,0,0,48,5549,0,0
1,8.47574600150206,3,bank account,B,45.96,1,3,N,N,30,1966,12.663,17,1823,6.3875,88,6135,2,0,40,2275,15.1993,11,549,2.4279,63,4610,1,0,57,4109,25.8802,18,909,4.065,107,6755,0,0,46,2615,17.4883,19,1824,6.5983,85,4101,1,2,34,2343,14.9111,7,316,1.5266,90,4220,2,0,50,3035,19.848,19,1782,6.4903,148,8465,0,0,61,4611,28.7331,5,669,2.2166,120,7692,0,1,31,2236,14.0796,22,2655,8.914,90,5982,1,2,40,2025,13.9831,11,501,2.4082,89,5525,4,0
1,3.78418963391826,8,bank account,B,38.13,4,5,Y,N,32,1131,8.8087,12,251,1.4642,245,15419,0,0,22,1031,7.2882,3,59,0.4602,207,13163,0,0,19,731,5.5183,2,70,0.3842,298,19095,0,0,22,540,4.9001,3,71,0.4901,216,13112,0,0,34,1618,11.3837,8,119,1.129,258,19381,0,0,49,2049,15.0304,19,943,4.3594,320,21070,0,0,136,10062,57.3732,5,410,1.5582,322,25768,0,0,144,9276,55.1168,0,0,0,560,53977,0,0,74,3523,22.3905,0,0,0,372,30306,0,0
1,4.24849524204936,8,bank account,B,23.18,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6301,36.7232,0,0,0,72,7283,0,0,139,18602,109.6593,0,0,0,113,11728,0,0,128,15593,93.0051,0,0,0,113,13894,0,0,107,16651,96.3595,0,0,0,97,11539,0,0,138,14429,88.074,0,0,0,86,9232,0,0,56,5721,35.0963,0,0,0,20,1593,0,1,99,12874,76.1836,0,0,0,54,8595,0,0
1,3.76120011569356,7,bank account,B,19.18,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3523,16.1052,0,0,0,30,2060,2,0,65,7613,32.4831,0,0,0,53,4970,5,8,80,12814,51.8089,0,0,0,66,7425,3,2
1,9.87801588656246,3,post account,F,35.77,3,5,N,N,198,22133,127.3314,18,1564,5.7229,60,7091,0,1,124,11825,70.3368,24,1773,6.984,64,7007,0,1,177,18614,108.8469,30,3286,11.4478,79,10259,0,0,127,13697,79.7539,27,3387,11.3946,74,6735,0,0,162,17963,104.2623,34,4584,15.0888,94,10304,0,1,157,16058,94.132,35,2964,11.1462,71,6045,0,0,195,18503,109.5209,30,5049,16.2632,83,9328,0,3,82,6813,41.6166,31,3503,12.0009,29,4403,0,1,199,18746,111.549,29,2820,10.1618,88,11144,0,0
1,11.3926205019266,4,post account,B,29.44,1,5,N,N,314,53814,256.7591,93,28860,81.5392,196,21592,4,0,317,45157,225.1664,68,18519,54.0813,188,20670,2,0,392,56566,281.5294,55,17333,49.7219,252,20973,4,0,314,37385,191.7424,56,17046,49.099,202,23481,0,0,314,42391,208.63,67,18427,56.331,205,23534,3,0,399,53543,269.3715,68,29286,81.4391,249,29319,2,0,322,43279,216.3577,65,24668,70.0817,237,27622,1,0,263,45495,220.3944,49,11884,35.634,105,14461,0,0,491,74428,354.6804,64,22445,71.473,330,41114,0,1
1,7.75747876658418,7,post account,B,22.78,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,32062,172.5875,0,0,0,354,17482,0,0,662,36557,192.6157,0,0,0,383,19547,0,0,706,36932,198.4336,0,0,0,498,24680,0,0,528,28446,151.2083,0,0,0,444,23238,0,3,451,23998,127.9367,0,0,0,270,13682,0,0,625,31215,170.5408,0,0,0,481,25758,0,0
1,6.32256523992728,8,post account,F,21.21,4,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3034,20.7073,0,0,0,11,240,0,2,84,4775,33.1385,0,0,0,46,771,0,0,187,12686,84.3111,0,0,0,63,1216,0,0,79,5704,37.3812,0,0,0,43,1882,5,1,23,1278,8.9228,0,0,0,8,461,0,0
1,4.96284463025991,8,credit card,F,19.31,4,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2488,20.1847,0,0,0,102,2224,0,2,87,8815,54.0436,0,0,0,134,10368,0,0,65,5720,36.0187,0,0,0,106,4107,0,0
